restaurantid,restaurantName,phonenumber,address,distance,restauranttype
884944,POPEYES FAMOUS FRIED CHICKEN,(364) 666-3584,"5002 SINCLAIR LN Baltimore, MD",2.98,Fast Casual
612304,POPEYES FAMOUS FRIED CHICKEN,(801) 230-6588,"5002 YORK RD Baltimore, MD",4.11,Cafe or Bistro
932640,POPEYES FAMOUS FRIED CHICKEN,(501) 562-2567,"6642 BELAIR RD Baltimore, MD",3.37,Fast Food
315455,POPEYES FAMOUS FRIED CHICKEN,(666) 856-1412,"887 FORT AVE Baltimore, MD",2.92,Fast Food
151919,POPEYE'S FAMOUS FRIED CHICKEN & BISCUITS,(284) 258-8505,"6512 reisterstown RD Baltimore, MD",3.16,Fast Food
659334,POPEYES OF MONDAWMIN,(365) 792-3744,"2401 LIBERTY HEIGHTS AVE Baltimore, MD",1.46,Fast Food
356804,PORT IN A STORM,(427) 888-4742,"4330 LOMBARD ST Baltimore, MD",3.83,Fine Dining
190816,PORT TRUCK STOP BAR RESTAURANT,(518) 349-4221,"1701 CLINTON ST Baltimore, MD",1.9,Fast Casual
959253,PORTERS PUB,(345) 911-7237,"1032 RIVERSIDE AVE Baltimore, MD",3.42,Fast Food
778631,REISTERSTOWN ROAD SUBWAY,(720) 791-9265,"5520 REISTERSTOWN ROAD Baltimore, MD",2.12,Fine Dining
151482,RENAISSANCE HARBORPLACE HOTEL,(424) 599-9833,"200 PRATT ST Baltimore, MD",3.48,Fast Casual
394543,RENAISSANCE HARBORPLACE HOTEL,(958) 764-9010,"200 202 E PRATT ST Baltimore, MD",3.94,Fast Casual
324898,RENAISSANCE HARBORPLACE HOTEL,(474) 574-6953,"200 202 E PRATT ST Baltimore, MD",0.59,Fast Food
589324,RENAISSANCE HARBORPLACE HOTEL,(510) 724-3023,"200 202 E PRATT ST Baltimore, MD",0.76,Fast Food
530775,RENDEZVOUS LOUNGE,(787) 940-2269,"136 25TH ST Baltimore, MD",3.2,Fast Food
620133,restaurante el trovador,(735) 924-2992,"318 broadway Baltimore, MD",0.45,Cafe or Bistro
887494,restaurate el salvador,(469) 748-5579,"207 broadway Baltimore, MD",3.34,Fast Food
112799,RICK'S BAR & GRILL,(880) 762-6678,"5014 CURTIS AVE Baltimore, MD",3.83,Cafe or Bistro
517366,RITA'S ITALIAN ICE,(582) 327-9752,"6796 REISTERSTOWN RD Baltimore, MD",2.6,Fast Food
314463,ROBBIE'S NEST,(811) 500-4091,"2250 NORTH AVE Baltimore, MD",2.73,Family Style
342631,ROBERT OLIVER SEAFOOD,(777) 587-0654,"1225 CATHEDRAL ST Baltimore, MD",4.2,Family Style
896414,ROCCO'S CAPRICCIO,(308) 720-1084,"242 HIGH ST Baltimore, MD",1.24,Fast Food
645891,"ROCK ""N"" ROBIN CAFE",(576) 659-4365,"3733 HANOVER ST Baltimore, MD",3.35,Cafe or Bistro
938921,ROCKET TO VENUS (3358-3360),(279) 665-4364,"3358 CHESTNUT AVE Baltimore, MD",1.03,Cafe or Bistro
324205,RODOS BAR,(266) 695-8556,"719 BROADWAY Baltimore, MD",0.86,Fast Food
185804,ROMAN'S PLACE,(261) 684-8192,"2 DECKER AVE Baltimore, MD",3.68,Fast Food
967189,ROOTS UNLIMITED,(469) 861-1735,"2148 VINE ST Baltimore, MD",1.61,Fast Casual
